Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,71.79986584309097,72.85660552982391,71.54537966581154,72.79601287841797,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.02042387989954,72.85175328083761,71.86288446577974,72.08828735351562,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.20606963688756,72.70149228565275,70.95400211001883,72.66271209716797,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.67241690140098,72.92932920607493,72.10042570127877,72.32098388671875,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,72.02285750459463,73.78731540018381,72.02285750459463,73.4843521118164,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.46595006478736,75.2391129669444,74.21388993487531,75.04521942138672,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.2803190714048,75.78202805010778,74.71074661224186,75.21487426757812,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.5323939772133,76.84846485002203,75.41362732738085,76.8218002319336,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.758789108947,76.96965039455488,75.66085034178165,75.78445434570312,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.58328240864935,76.46793372841316,75.0258255219773,75.45967102050781,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,76.00501238616502,76.51641831155123,75.64145640571084,76.40492248535156,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.65454124150132,77.25319687439719,76.34673326538457,77.25077819824219,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.87754064068325,77.32107563862897,76.589118999561,76.7272720336914,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.21442432913649,77.55616777084843,76.90661632258188,77.00114440917969,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,77.05447382667461,77.45195781305532,76.5042877636116,77.37197875976562,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.61918638262722,78.36568459280262,76.95751196709428,77.14898681640625,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.14945240379787,75.56390419530965,73.89397405733017,74.88042449951172,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.7650602743292,77.17080696705042,75.66568742862898,76.99872589111328,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.63716113897716,79.46121987792021,77.89308146084672,78.6104965209961,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.68947591112114,78.54988860150131,77.25563045650009,78.49656677246094,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.78399671516546,78.20814527515702,74.72043610521095,75.01612854003906,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.75337231306008,75.98075876987488,73.24924470798491,74.81011199951172,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.42188260936533,77.47135157736116,76.0147017269092,77.27987670898438,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.41173571221898,78.71228029302294,77.30410766529131,77.9100341796875,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,78.18149548402742,78.82377617084421,77.62161992339047,78.82135009765625,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.31844658012572,78.568680490216,77.25677448183865,77.74995422363281,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.32871506198767,78.11922454833984,76.24854620453041,78.11922454833984,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.61729312283484,78.6901739257034,77.42928413723492,77.64793395996094,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,78.09979998299478,79.49673857196723,78.09979998299478,79.49188232421875,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.76062560698541,79.2538054479268,78.55655195702208,78.92582702636719,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.89422750170591,79.19548537647773,78.43506373229454,78.94525146484375,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.61541398291747,77.68195002206068,76.43320456144275,77.49974060058594,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.74266859542944,78.85293286069638,77.74266859542944,78.62213134765625,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.38159667803188,78.87234447509803,77.30777308890228,77.8155288696289,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,77.40741721613844,77.85201234060355,75.43469780285128,76.05420684814453,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,72.21807572698077,73.89925662389693,70.2672211186261,72.44158172607422,222195200,0.0,0.0
2020-02-25 00:00:00-05:00,73.11455016100783,73.49840130839426,69.51409119791701,69.98783111572266,230673600,0.0,0.0
2020-02-26 00:00:00-05:00,69.61126392711407,72.36870040431434,69.6039758492443,71.09809112548828,198054800,0.0,0.0
2020-02-27 00:00:00-05:00,68.2920878015383,69.48252112113946,66.31450479546683,66.45055389404297,320605600,0.0,0.0
2020-02-28 00:00:00-05:00,62.5002450361747,67.6385477294233,62.28401969410227,66.41166687011719,426510000,0.0,0.0
2020-03-02 00:00:00-05:00,68.57876279323048,73.2336067493854,67.47093017221289,72.59465789794922,341397200,0.0,0.0
2020-03-03 00:00:00-05:00,73.77535933674136,73.85552819395053,69.43391136932343,70.2890853881836,319475600,0.0,0.0
2020-03-04 00:00:00-05:00,72.01885240878119,73.70975307414847,71.21470241659885,73.54940795898438,219178400,0.0,0.0
2020-03-05 00:00:00-05:00,71.79533412600772,72.77440532133602,70.79683053052072,71.16368103027344,187572800,0.0,0.0
2020-03-06 00:00:00-05:00,68.51074149489992,70.6535260401931,68.32367582727727,70.2186508178711,226176800,0.0,0.0
2020-03-09 00:00:00-04:00,64.07697705987908,67.56082015516542,63.89476764643867,64.66490936279297,286744800,0.0,0.0
2020-03-10 00:00:00-04:00,67.33001496463376,69.58940835488747,65.44232100611896,69.3221664428711,285290000,0.0,0.0
2020-03-11 00:00:00-04:00,67.39076055716758,68.32124000631373,66.04726273626676,66.91458129882812,255598800,0.0,0.0
2020-03-12 00:00:00-04:00,62.17956017177718,65.59537815986118,60.25056956905768,60.30644607543945,418474000,0.0,0.0
2020-03-13 00:00:00-04:00,64.35393335429514,68.00540938687315,61.4531554433298,67.53166198730469,370732000,0.0,0.0
2020-03-16 00:00:00-04:00,58.78074574053364,62.942405493904495,58.30700208996455,58.84391403198242,322423600,0.0,0.0
2020-03-17 00:00:00-04:00,60.13152785246368,62.58527878886286,57.91829094246008,61.43128967285156,324056000,0.0,0.0
2020-03-18 00:00:00-04:00,58.25112350527089,60.736458342676634,57.60731482260299,59.92744827270508,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,60.10237727632101,61.42643149656511,58.941096340460845,59.46828842163086,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,60.05134654732679,61.18104684470416,55.391647457282346,55.692901611328125,401693200,0.0,0.0
2020-03-23 00:00:00-04:00,55.41109646620473,55.51313329042528,51.652723425644844,54.509765625,336752800,0.0,0.0
2020-03-24 00:00:00-04:00,57.422685891648946,60.17526303928992,56.92221799336146,59.978477478027344,287531200,0.0,0.0
2020-03-25 00:00:00-04:00,60.91866936456952,62.74076316410799,59.3516694383783,59.64806365966797,303602000,0.0,0.0
2020-03-26 00:00:00-04:00,59.89100489553818,62.84522326472186,59.85213267444205,62.78691864013672,252087200,0.0,0.0
2020-03-27 00:00:00-04:00,61.40455419087307,62.162543940620246,60.01976379919691,60.18739700317383,204216800,0.0,0.0
2020-03-30 00:00:00-04:00,60.91624540312953,62.07752630082117,60.59069513800199,61.905033111572266,167976400,0.0,0.0
2020-03-31 00:00:00-04:00,62.09696014187927,63.77085317683828,61.2223536075195,61.7786979675293,197002000,0.0,0.0
2020-04-01 00:00:00-04:00,59.88615017103195,60.42549023789971,58.09564049822196,58.52808380126953,176218400,0.0,0.0
2020-04-02 00:00:00-04:00,58.3895983401584,59.558167158261334,57.553864114047784,59.50471878051758,165934000,0.0,0.0
2020-04-03 00:00:00-04:00,58.987249770331935,59.691791212482975,58.05676677284577,58.64955520629883,129880000,0.0,0.0
