Date,股票代码,Open,Close,High,Low,Volume,Amount,振幅,涨跌幅,涨跌额,换手率
2022-03-08,600570,37.69,37.2,38.5,36.71,131327,647530816.0,4.76,-1.12,-0.42,0.9
2022-03-09,600570,37.56,36.59,37.65,34.51,177149,840036496.0,8.44,-1.64,-0.61,1.21
2022-03-10,600570,37.19,35.58,37.63,35.51,155634,743574048.0,5.79,-2.76,-1.01,1.06
2022-03-11,600570,35.05,36.15,36.23,34.49,145907,675988480.0,4.89,1.6,0.57,1.0
2022-03-14,600570,35.78,34.57,36.07,34.57,159821,737199712.0,4.15,-4.37,-1.58,1.09
2022-03-15,600570,34.43,33.43,35.43,33.13,185200,832077616.0,6.65,-3.3,-1.14,1.27
2022-03-16,600570,34.12,34.29,34.42,32.48,185248,816622992.0,5.8,2.57,0.86,1.27
2022-03-17,600570,35.28,35.52,36.26,34.92,187880,880813520.0,3.91,3.59,1.23,1.29
2022-03-18,600570,35.49,35.28,35.78,34.79,100251,463301728.0,2.79,-0.68,-0.24,0.69
2022-03-21,600570,35.54,35.28,36.05,34.89,83648,388492224.0,3.29,0.0,0.0,0.57
2022-03-22,600570,35.28,35.76,36.09,34.92,94285,442220848.0,3.32,1.36,0.48,0.65
2022-03-23,600570,35.78,35.56,36.12,35.44,70623,330712896.0,1.9,-0.56,-0.2,0.48
2022-03-24,600570,35.35,35.36,35.66,35.06,42902,199057132.0,1.69,-0.56,-0.2,0.29
2022-03-25,600570,35.59,34.83,35.92,34.79,69347,321182480.0,3.2,-1.5,-0.53,0.47
2022-03-28,600570,34.28,34.22,34.59,33.7,92049,411884352.0,2.56,-1.75,-0.61,0.63
2022-03-29,600570,34.5,33.93,34.62,33.88,58808,263430238.0,2.16,-0.85,-0.29,0.4
2022-03-30,600570,34.28,35.55,35.66,34.18,98564,454847728.0,4.36,4.77,1.62,0.67
2022-03-31,600570,35.55,33.86,35.55,33.59,206112,922456864.0,5.51,-4.75,-1.69,1.41
2022-04-01,600570,33.59,32.76,33.99,32.66,257113,1120254944.0,3.93,-3.25,-1.1,1.76
2022-04-06,600570,32.78,32.39,33.32,32.22,152851,655053520.0,3.36,-1.13,-0.37,1.05
2022-04-07,600570,32.59,32.01,32.85,31.98,136627,581769072.0,2.69,-1.17,-0.38,0.93
2022-04-08,600570,31.61,31.58,32.26,31.33,99476,413224032.0,2.91,-1.34,-0.43,0.68
2022-04-11,600570,31.46,30.16,31.55,30.08,158031,635565824.0,4.65,-4.5,-1.42,1.08
2022-04-12,600570,30.22,30.43,30.48,29.39,167723,661910496.0,3.61,0.9,0.27,1.15
2022-04-13,600570,30.13,29.6,30.31,29.47,131689,514974944.0,2.76,-2.73,-0.83,0.9
2022-04-14,600570,29.82,29.91,30.01,29.44,154118,603422064.0,1.93,1.05,0.31,1.05
2022-04-15,600570,29.59,29.12,29.74,28.97,137112,527817168.0,2.57,-2.64,-0.79,0.94
2022-04-18,600570,29.05,29.46,29.59,28.63,105286,405114960.0,3.3,1.17,0.34,0.72
2022-04-19,600570,29.64,29.01,29.72,28.74,125625,480668576.0,3.33,-1.53,-0.45,0.86
2022-04-20,600570,29.12,28.57,29.34,28.52,115596,439975680.0,2.83,-1.52,-0.44,0.79
2022-04-21,600570,27.91,27.59,28.72,27.39,180283,665087792.0,4.66,-3.43,-0.98,1.23
2022-04-22,600570,27.42,26.96,27.62,26.49,217170,771140320.0,4.1,-2.28,-0.63,1.49
2022-04-25,600570,26.42,25.45,26.64,25.45,270183,929297376.0,4.41,-5.6,-1.51,1.85
2022-04-26,600570,25.43,24.31,25.72,24.3,212261,698968064.0,5.58,-4.48,-1.14,1.45
2022-04-27,600570,24.31,26.59,26.77,24.16,338860,1154894160.0,10.74,9.38,2.28,2.32
2022-04-28,600570,26.11,26.29,27.34,26.01,256526,893465152.0,5.0,-1.13,-0.3,1.76
2022-04-29,600570,26.43,28.96,28.96,25.8,345158,1260851664.0,12.02,10.16,2.67,2.36
2022-05-05,600570,28.51,27.8,28.59,27.47,327216,1207049600.0,3.87,-4.01,-1.16,2.24
2022-05-06,600570,27.28,27.57,28.41,26.82,185349,676051136.0,5.72,-0.83,-0.23,1.27
2022-05-09,600570,27.51,27.64,28.19,27.36,114304,416693600.0,3.01,0.25,0.07,0.78
2022-05-10,600570,27.37,28.09,28.39,27.21,184683,678591120.0,4.27,1.63,0.45,1.26
2022-05-11,600570,28.05,28.83,29.52,27.97,216439,825978192.0,5.52,2.63,0.74,1.48
2022-05-12,600570,28.76,28.63,28.98,28.44,79654,300532800.0,1.87,-0.69,-0.2,0.54
2022-05-13,600570,28.8,28.55,29.07,28.28,73792,278259408.0,2.76,-0.28,-0.08,0.5
2022-05-16,600570,28.72,28.42,29.1,28.18,76063,285122400.0,3.22,-0.46,-0.13,0.52
2022-05-17,600570,28.31,28.39,28.6,28.01,64735,241033843.0,2.08,-0.11,-0.03,0.44
2022-05-18,600570,28.56,28.32,28.68,28.22,77818,291042208.0,1.62,-0.25,-0.07,0.53
2022-05-19,600570,27.75,27.92,28.06,27.49,70343,257238734.0,2.01,-1.41,-0.4,0.48
2022-05-20,600570,27.91,28.19,28.53,27.79,122708,453790464.0,2.65,0.97,0.27,0.84
2022-05-23,600570,28.37,27.98,28.51,27.63,93888,344673024.0,3.12,-0.74,-0.21,0.64
2022-05-24,600570,28.05,26.43,28.05,26.43,121359,433667952.0,5.79,-5.54,-1.55,0.83
2022-05-25,600570,26.19,26.59,26.84,26.14,108209,377136832.0,2.65,0.61,0.16,0.74
2022-05-26,600570,26.74,27.5,27.66,25.86,141796,504715632.0,6.77,3.42,0.91,0.97
2022-05-27,600570,28.01,27.47,28.27,27.37,108698,397724128.0,3.27,-0.11,-0.03,0.74
2022-05-30,600570,27.59,28.43,28.58,27.06,145028,536123920.0,5.53,3.49,0.96,0.99
2022-05-31,600570,28.46,30.51,30.77,28.19,303724,1193047712.0,9.07,7.32,2.08,2.08
2022-06-01,600570,30.39,29.97,30.69,29.7,198797,786900912.0,3.24,-1.77,-0.54,1.36
2022-06-02,600570,29.96,30.65,30.96,29.42,228511,911044960.0,5.14,2.27,0.68,1.56
2022-06-06,600570,30.59,32.12,32.36,30.36,268419,1107994912.0,6.53,4.8,1.47,1.84
2022-06-07,600570,32.12,32.93,33.69,31.36,244205,1051764352.0,7.25,2.52,0.81,1.67
2022-06-08,600570,32.92,32.62,33.12,31.89,134376,573745872.0,3.74,-0.94,-0.31,0.92
2022-06-09,600570,32.62,31.5,33.23,31.39,174911,737194640.0,5.64,-3.43,-1.12,1.2
2022-06-10,600570,31.19,32.66,32.92,30.89,176068,743744192.0,6.44,3.68,1.16,1.2
2022-06-13,600570,32.32,31.99,32.62,31.84,103570,436822544.0,2.39,-2.05,-0.67,0.71
2022-06-14,600570,31.2,32.11,32.22,30.69,141199,581551680.0,4.78,0.38,0.12,0.97
2022-06-15,600570,32.12,33.4,35.28,32.12,351414,1551615152.0,9.84,4.02,1.29,2.4
2022-06-16,600570,33.68,31.79,33.68,31.64,257260,1095343088.0,6.11,-4.82,-1.61,1.76
2022-06-17,600570,31.36,32.57,32.59,31.21,175769,740666160.0,4.34,2.45,0.78,1.2
2022-06-20,600570,32.65,32.58,33.28,32.15,161813,692106960.0,3.47,0.03,0.01,1.11
2022-06-21,600570,32.74,34.43,34.78,32.23,274932,1220068288.0,7.83,5.68,1.85,1.88
2022-06-22,600570,34.21,32.87,34.32,32.82,193711,852087728.0,4.36,-4.53,-1.56,1.33
2022-06-23,600570,32.82,34.29,34.7,32.51,243733,1078293328.0,6.66,4.32,1.42,1.67
2022-06-24,600570,34.36,34.47,34.78,33.74,163811,736163264.0,3.03,0.52,0.18,1.12
2022-06-27,600570,34.59,34.81,35.8,34.39,188520,867137296.0,4.09,0.99,0.34,1.29
2022-06-28,600570,34.79,34.82,35.05,33.81,109683,493137936.0,3.56,0.03,0.01,0.75
2022-06-29,600570,34.83,33.72,35.02,33.49,194442,867875520.0,4.39,-3.16,-1.1,1.33
2022-06-30,600570,33.72,33.16,34.05,32.87,166279,725406656.0,3.5,-1.66,-0.56,1.14
2022-07-01,600570,33.28,32.74,33.49,32.53,89374,387305904.0,2.9,-1.27,-0.42,0.61
2022-07-04,600570,33.09,35.06,35.43,32.88,244325,1109089184.0,7.79,7.09,2.32,1.67
2022-07-05,600570,34.89,34.35,35.47,33.79,127745,575187808.0,4.79,-2.03,-0.71,0.87
2022-07-06,600570,34.35,33.9,35.01,33.4,125076,558632240.0,4.69,-1.31,-0.45,0.86
2022-07-07,600570,33.88,33.2,34.16,32.96,106813,466891552.0,3.54,-2.06,-0.7,0.73
2022-07-08,600570,33.36,33.28,33.89,33.2,77584,341480272.0,2.08,0.24,0.08,0.53
2022-07-11,600570,33.05,31.83,33.17,31.59,161613,679506832.0,4.75,-4.36,-1.45,1.11
2022-07-12,600570,31.84,30.96,32.16,30.82,133011,545497131.0,4.21,-2.73,-0.87,0.91
2022-07-13,600570,31.15,31.09,31.57,30.96,79294,325613347.0,1.97,0.42,0.13,0.54
2022-07-14,600570,31.09,31.69,32.18,30.97,97009,405722973.0,3.89,1.93,0.6,0.66
2022-07-15,600570,30.93,29.44,31.32,29.09,311574,1222324522.0,7.04,-7.1,-2.25,2.13
2022-07-18,600570,29.44,31.36,31.58,29.43,196341,796568715.0,7.3,6.52,1.92,1.34
2022-07-19,600570,31.26,31.02,31.58,30.72,84321,344201867.0,2.74,-1.08,-0.34,0.58
2022-07-20,600570,31.36,31.51,31.72,30.78,98357,406850030.0,3.03,1.58,0.49,0.67
2022-07-21,600570,31.37,31.21,31.97,31.2,99138,411776022.0,2.44,-0.95,-0.3,0.68
2022-07-22,600570,31.36,31.33,31.73,30.84,116432,477915599.0,2.85,0.38,0.12,0.8
2022-07-25,600570,31.49,31.36,31.54,30.69,84083,344320925.0,2.71,0.1,0.03,0.58
2022-07-26,600570,31.32,32.05,32.23,31.29,113990,478170809.0,3.0,2.2,0.69,0.78
2022-07-27,600570,31.96,32.45,32.68,31.86,101066,430741116.0,2.56,1.25,0.4,0.69
2022-07-28,600570,32.62,32.52,33.18,32.24,116643,502109587.0,2.9,0.22,0.07,0.8
2022-07-29,600570,32.52,32.32,33.02,32.22,103541,442629813.0,2.46,-0.62,-0.2,0.71
2022-08-01,600570,32.2,32.16,32.28,31.43,90814,380747622.0,2.63,-0.5,-0.16,0.62
2022-08-02,600570,31.88,31.27,31.88,30.53,101842,417140145.0,4.2,-2.77,-0.89,0.7
2022-08-03,600570,31.51,31.28,31.96,31.16,88286,365928602.0,2.56,0.03,0.01,0.6
2022-08-04,600570,31.72,31.52,32.31,31.32,67423,280500845.0,3.16,0.77,0.24,0.46
2022-08-05,600570,31.77,33.87,34.12,31.66,187165,816957854.0,7.8,7.46,2.35,1.28
2022-08-08,600570,33.97,33.45,34.1,33.19,83697,368359229.0,2.69,-1.24,-0.42,0.57
2022-08-09,600570,33.13,32.78,33.4,32.38,80286,344788559.0,3.05,-2.0,-0.67,0.55
2022-08-10,600570,32.74,31.91,32.78,31.62,87106,366992895.0,3.54,-2.65,-0.87,0.6
2022-08-11,600570,32.11,33.25,33.43,31.96,107867,467615756.0,4.61,4.2,1.34,0.74
2022-08-12,600570,33.12,32.99,33.46,32.68,57901,250951182.0,2.35,-0.78,-0.26,0.4
2022-08-15,600570,33.14,32.44,33.2,32.23,65879,281233322.0,2.94,-1.67,-0.55,0.45
2022-08-16,600570,32.67,31.26,32.69,30.99,182976,757081377.0,5.24,-3.64,-1.18,1.25
2022-08-17,600570,31.28,31.55,31.76,30.99,91243,376707179.0,2.46,0.93,0.29,0.62
2022-08-18,600570,32.03,31.02,32.18,30.94,90051,285278630.0,3.93,-1.68,-0.53,0.47
2022-08-19,600570,30.76,30.96,31.8,30.64,86235,271758831.0,3.74,-0.19,-0.06,0.45
2022-08-22,600570,30.74,30.91,31.54,30.65,120602,377109858.0,2.87,-0.16,-0.05,0.63
2022-08-23,600570,30.93,31.07,31.62,30.76,85268,267540048.0,2.78,0.52,0.16,0.45
2022-08-24,600570,31.18,30.05,31.47,29.8,101296,311321200.0,5.37,-3.28,-1.02,0.53
2022-08-25,600570,30.14,30.21,30.39,29.5,75127,226537963.0,2.96,0.53,0.16,0.4
2022-08-26,600570,30.4,32.18,32.82,30.24,322445,1036880350.0,8.54,6.52,1.97,1.7
2022-08-29,600570,31.73,32.44,33.07,31.44,185504,603424283.0,5.07,0.81,0.26,0.98
2022-08-30,600570,32.34,33.07,33.31,32.25,157072,520249830.0,3.27,1.94,0.63,0.83
2022-08-31,600570,32.79,33.38,33.9,32.74,169785,571133142.0,3.51,0.94,0.31,0.89
2022-09-01,600570,33.49,34.24,35.02,32.95,189721,656015375.0,6.2,2.58,0.86,1.0
2022-09-02,600570,34.24,34.11,34.49,33.75,91981,316330428.0,2.16,-0.38,-0.13,0.48
2022-09-05,600570,33.94,33.47,34.21,33.12,134083,453006040.0,3.2,-1.88,-0.64,0.71
2022-09-06,600570,33.71,33.4,33.72,33.1,77779,261700436.0,1.85,-0.21,-0.07,0.41
2022-09-07,600570,33.29,33.33,33.43,32.9,96410,321831816.0,1.59,-0.21,-0.07,0.51
2022-09-08,600570,33.35,33.73,34.39,33.14,98484,335667772.0,3.75,1.2,0.4,0.52
2022-09-09,600570,33.7,35.04,35.24,33.24,174599,612443086.0,5.93,3.88,1.31,0.92
2022-09-13,600570,35.32,35.89,36.29,34.75,172314,623102538.0,4.39,2.43,0.85,0.91
2022-09-14,600570,35.52,36.04,36.3,35.24,158009,570153859.0,2.95,0.42,0.15,0.83
2022-09-15,600570,36.0,35.45,36.32,35.17,119621,429581886.0,3.19,-1.64,-0.59,0.63
2022-09-16,600570,35.54,33.73,36.04,33.62,352262,1218509836.0,6.83,-4.85,-1.72,1.85
2022-09-19,600570,33.88,33.43,34.12,33.16,152996,515515683.0,2.85,-0.89,-0.3,0.81
2022-09-20,600570,33.43,32.51,33.84,32.21,128915,423834105.0,4.88,-2.75,-0.92,0.68
2022-09-21,600570,32.4,32.48,33.09,31.49,114324,372897722.0,4.92,-0.09,-0.03,0.6
2022-09-22,600570,32.17,32.54,32.88,31.96,71269,233906092.0,2.83,0.18,0.06,0.38
2022-09-23,600570,32.55,32.26,33.1,31.94,76432,249477806.0,3.56,-0.86,-0.28,0.4
2022-09-26,600570,32.2,31.78,33.04,31.6,107828,351086309.0,4.46,-1.49,-0.48,0.57
2022-09-27,600570,32.05,33.41,33.64,31.78,136166,451762474.0,5.85,5.13,1.63,0.72
2022-09-28,600570,33.34,33.25,33.7,32.66,85975,288722133.0,3.11,-0.48,-0.16,0.45
2022-09-29,600570,33.61,33.26,34.39,33.05,118994,402772723.0,4.03,0.03,0.01,0.63
2022-09-30,600570,33.53,33.63,34.48,33.34,101961,348552134.0,3.43,1.11,0.37,0.54
2022-10-10,600570,33.63,33.2,34.02,33.07,87162,294297575.0,2.82,-1.28,-0.43,0.46
2022-10-11,600570,33.54,32.18,33.59,31.88,114250,372804775.0,5.15,-3.07,-1.02,0.6
2022-10-12,600570,32.14,33.15,33.26,31.2,127448,411701222.0,6.4,3.01,0.97,0.67
2022-10-13,600570,32.98,34.05,34.74,32.75,155020,530331547.0,6.0,2.71,0.9,0.82
2022-10-14,600570,34.23,34.79,35.22,33.94,107610,376904969.0,3.76,2.17,0.74,0.57
2022-10-17,600570,34.75,35.12,35.41,34.63,101086,357384054.0,2.24,0.95,0.33,0.53
2022-10-18,600570,35.1,34.03,35.46,33.76,105860,365334909.0,4.84,-3.1,-1.09,0.56
2022-10-19,600570,34.03,34.17,34.48,33.54,90834,312353225.0,2.76,0.41,0.14,0.48
2022-10-20,600570,33.96,34.69,34.9,33.76,133198,464358684.0,3.34,1.52,0.52,0.7
2022-10-21,600570,34.95,34.01,35.12,33.8,106814,368821029.0,3.81,-1.96,-0.68,0.56
2022-10-24,600570,33.74,33.45,34.73,32.99,197874,672601868.0,5.12,-1.65,-0.56,1.04
2022-10-25,600570,33.73,31.78,33.73,31.27,235610,760907702.0,7.35,-4.99,-1.67,1.24
2022-10-26,600570,31.72,33.72,33.97,31.6,225884,755762803.0,7.46,6.1,1.94,1.19
2022-10-27,600570,34.94,37.12,37.12,34.94,367863,1362689408.0,6.47,10.08,3.4,1.94
2022-10-28,600570,37.12,38.19,39.04,36.64,623133,2386780831.0,6.47,2.88,1.07,3.28
2022-10-31,600570,37.74,41.42,42.03,36.98,548589,2210970661.0,13.22,8.46,3.23,2.89
2022-11-01,600570,41.37,41.66,42.89,39.7,378715,1579951420.0,7.7,0.58,0.24,1.99
2022-11-02,600570,41.39,40.54,41.89,40.35,321498,1325966258.0,3.7,-2.69,-1.12,1.69
2022-11-03,600570,39.77,38.42,40.93,37.55,446756,1746259616.0,8.34,-5.23,-2.12,2.35
2022-11-04,600570,38.41,40.22,40.64,38.24,347880,1380376772.0,6.25,4.69,1.8,1.83
2022-11-07,600570,39.44,39.35,41.07,38.92,270345,1080079800.0,5.35,-2.16,-0.87,1.42
2022-11-08,600570,39.4,40.19,40.33,38.54,191296,765287692.0,4.55,2.13,0.84,1.01
2022-11-09,600570,39.76,39.39,40.17,39.24,136424,544440115.0,2.31,-1.99,-0.8,0.72
2022-11-10,600570,39.3,40.13,40.89,39.04,190068,766743742.0,4.7,1.88,0.74,1.0
2022-11-11,600570,41.74,40.84,43.24,40.05,276048,1151115906.0,7.95,1.77,0.71,1.45
2022-11-14,600570,41.72,41.27,41.84,40.24,189023,780572300.0,3.92,1.05,0.43,0.99
2022-11-15,600570,40.68,42.84,43.69,40.68,283242,1224957748.0,7.29,3.8,1.57,1.49
2022-11-16,600570,42.79,42.53,43.71,42.02,124169,532863074.0,3.94,-0.72,-0.31,0.65
2022-11-17,600570,42.54,42.94,43.41,41.96,174616,749251021.0,3.41,0.96,0.41,0.92
2022-11-18,600570,42.95,43.42,44.84,42.94,207736,919065865.0,4.42,1.12,0.48,1.09
2022-11-21,600570,43.26,42.12,43.75,41.54,175479,744402325.0,5.09,-2.99,-1.3,0.92
2022-11-22,600570,42.09,42.03,42.81,41.34,109270,461129124.0,3.49,-0.21,-0.09,0.58
2022-11-23,600570,41.85,42.4,42.62,41.65,119774,508312983.0,2.31,0.88,0.37,0.63
2022-11-24,600570,42.44,40.69,42.68,40.52,165689,684347685.0,5.09,-4.03,-1.71,0.87
2022-11-25,600570,40.77,40.19,40.98,39.77,199861,809977221.0,2.97,-1.23,-0.5,1.05
2022-11-28,600570,39.74,39.68,40.46,39.24,151202,603488703.0,3.04,-1.27,-0.51,0.8
2022-11-29,600570,39.78,39.84,40.32,39.05,153463,614219511.0,3.2,0.4,0.16,0.81
2022-11-30,600570,39.64,39.7,40.29,39.22,118962,474712094.0,2.69,-0.35,-0.14,0.63
2022-12-01,600570,40.24,40.64,40.99,39.68,163277,663770942.0,3.3,2.37,0.94,0.86
2022-12-02,600570,40.19,39.84,41.24,39.78,149368,609067049.0,3.59,-1.97,-0.8,0.79
2022-12-05,600570,40.24,40.04,40.87,39.64,135536,548529116.0,3.09,0.5,0.2,0.71
2022-12-06,600570,39.94,39.71,40.41,39.54,115028,462076967.0,2.17,-0.82,-0.33,0.61
2022-12-07,600570,39.76,39.45,40.09,39.27,113146,451494066.0,2.06,-0.65,-0.26,0.6
2022-12-08,600570,39.46,39.36,39.64,38.66,118173,465544715.0,2.48,-0.23,-0.09,0.62
2022-12-09,600570,39.35,39.24,39.74,38.54,219333,864685306.0,3.05,-0.3,-0.12,1.15
2022-12-12,600570,39.19,39.68,40.24,39.01,168160,672336387.0,3.13,1.12,0.44,0.89
2022-12-13,600570,39.53,38.53,40.04,38.5,118468,465033464.0,3.88,-2.9,-1.15,0.62
2022-12-14,600570,38.55,38.64,39.03,38.14,84870,330422570.0,2.31,0.29,0.11,0.45
2022-12-15,600570,38.63,38.53,38.94,38.25,76721,297713401.0,1.79,-0.28,-0.11,0.4
2022-12-16,600570,38.42,38.13,38.46,37.64,132602,506348865.0,2.13,-1.04,-0.4,0.7
2022-12-19,600570,38.11,38.24,38.52,37.24,67495,257111948.0,3.36,0.29,0.11,0.36
2022-12-20,600570,37.74,36.53,38.04,36.18,160930,593912495.0,4.86,-4.47,-1.71,0.85
2022-12-21,600570,36.81,36.6,37.5,36.34,80346,297575581.0,3.18,0.19,0.07,0.42
2022-12-22,600570,36.87,37.41,37.97,36.64,115010,434173528.0,3.63,2.21,0.81,0.61
2022-12-23,600570,37.4,38.24,38.94,37.21,138332,534840838.0,4.62,2.22,0.83,0.73
2022-12-26,600570,38.23,39.33,39.65,38.23,118840,470358379.0,3.71,2.85,1.09,0.63
2022-12-27,600570,39.46,39.48,39.71,38.85,79882,315915887.0,2.19,0.38,0.15,0.42
2022-12-28,600570,39.57,39.05,39.93,38.86,97620,385574944.0,2.71,-1.09,-0.43,0.51
2022-12-29,600570,39.09,40.11,40.24,38.64,126678,508229526.0,4.1,2.71,1.06,0.67
2022-12-30,600570,40.05,40.2,40.92,39.94,93064,378456328.0,2.44,0.22,0.09,0.49
2023-01-03,600570,40.09,41.64,41.91,39.85,188785,787623838.0,5.12,3.58,1.44,0.99
2023-01-04,600570,41.81,42.5,42.79,41.11,257842,1088131008.0,4.03,2.07,0.86,1.36
2023-01-05,600570,42.06,41.83,42.48,41.44,99206,418456166.0,2.45,-1.58,-0.67,0.52
2023-01-06,600570,42.17,41.95,43.74,41.44,218465,929761896.0,5.5,0.29,0.12,1.15
2023-01-09,600570,41.32,42.27,42.85,40.64,191544,810618618.0,5.27,0.76,0.32,1.01
2023-01-10,600570,42.33,42.72,43.52,41.87,137950,593735746.0,3.9,1.06,0.45,0.73
2023-01-11,600570,42.69,41.72,42.69,41.44,168145,708221638.0,2.93,-2.34,-1.0,0.88
2023-01-12,600570,41.65,41.82,42.18,41.14,127882,535670731.0,2.49,0.24,0.1,0.67
2023-01-13,600570,41.98,41.95,42.11,41.35,79005,332089298.0,1.82,0.31,0.13,0.42
2023-01-16,600570,42.23,43.74,44.16,41.95,240107,1053931714.0,5.27,4.27,1.79,1.26
2023-01-17,600570,43.51,43.73,44.23,43.3,108525,478156667.0,2.13,-0.02,-0.01,0.57
2023-01-18,600570,43.74,45.74,46.46,43.66,237826,1087422583.0,6.4,4.6,2.01,1.25
2023-01-19,600570,45.74,46.13,46.51,45.28,158647,733635802.0,2.69,0.85,0.39,0.83
2023-01-20,600570,45.99,45.95,46.71,45.49,114014,527574801.0,2.64,-0.39,-0.18,0.6
2023-01-30,600570,46.74,46.03,48.09,45.74,182078,848908958.0,5.11,0.17,0.08,0.96
2023-01-31,600570,46.43,46.96,47.39,45.82,197319,931974141.0,3.41,2.02,0.93,1.04
2023-02-01,600570,46.95,47.52,47.84,46.7,193598,919792766.0,2.43,1.19,0.56,1.02
2023-02-02,600570,49.54,46.96,50.14,46.09,523178,2488043027.0,8.52,-1.18,-0.56,2.75
2023-02-03,600570,47.16,47.58,47.96,46.63,252948,1203281210.0,2.83,1.32,0.62,1.33
2023-02-06,600570,47.39,47.11,47.74,46.58,151822,718288645.0,2.44,-0.99,-0.47,0.8
2023-02-07,600570,46.86,46.4,47.04,45.64,213009,989192786.0,2.97,-1.51,-0.71,1.12
2023-02-08,600570,46.64,47.54,47.74,46.19,140765,668644613.0,3.34,2.46,1.14,0.74
2023-02-09,600570,47.53,47.02,47.53,46.14,198446,929586702.0,2.92,-1.09,-0.52,1.04
2023-02-10,600570,46.8,46.14,46.81,45.56,193934,897650279.0,2.66,-1.87,-0.88,1.02
2023-02-13,600570,45.92,46.1,46.99,45.92,204557,954252015.0,2.32,-0.09,-0.04,1.08
2023-02-14,600570,46.19,46.1,46.51,45.66,132790,613528865.0,1.84,0.0,0.0,0.7
2023-02-15,600570,46.04,46.05,46.61,45.89,99245,460984055.0,1.56,-0.11,-0.05,0.52
2023-02-16,600570,46.05,45.17,46.24,44.74,192101,879649937.0,3.26,-1.91,-0.88,1.01
2023-02-17,600570,44.94,43.71,45.29,43.67,200409,891468505.0,3.59,-3.23,-1.46,1.05
2023-02-20,600570,44.24,44.5,44.69,43.79,108991,484931106.0,2.06,1.81,0.79,0.57
2023-02-21,600570,44.52,45.04,45.81,44.05,207585,941762526.0,3.96,1.21,0.54,1.09
2023-02-22,600570,44.62,44.29,44.73,43.68,171763,762628210.0,2.33,-1.67,-0.75,0.9
2023-02-23,600570,44.1,43.94,44.54,43.52,93827,415541956.0,2.3,-0.79,-0.35,0.49
2023-02-24,600570,43.84,44.25,44.84,43.84,149651,667143859.0,2.28,0.71,0.31,0.79
2023-02-27,600570,43.65,44.06,45.73,43.64,162185,726827427.0,4.72,-0.43,-0.19,0.85
2023-02-28,600570,44.25,44.14,45.04,43.62,171308,761885882.0,3.22,0.18,0.08,0.9
2023-03-01,600570,44.14,45.02,45.12,43.85,156280,703540488.0,2.88,1.99,0.88,0.82
2023-03-02,600570,44.76,45.11,45.85,44.41,118735,538626567.0,3.2,0.2,0.09,0.62
2023-03-03,600570,45.09,45.23,45.48,44.6,103870,470634186.0,1.95,0.27,0.12,0.55
2023-03-06,600570,45.64,45.95,46.29,45.02,136622,629143251.0,2.81,1.59,0.72,0.72
2023-03-07,600570,45.86,43.82,45.86,43.74,182142,816528619.0,4.61,-4.64,-2.13,0.96
2023-03-08,600570,43.83,44.51,44.68,43.75,116872,520336910.0,2.12,1.57,0.69,0.62
2023-03-09,600570,44.19,45.33,45.53,43.5,145396,653141059.0,4.56,1.84,0.82,0.77
2023-03-10,600570,45.16,45.01,45.58,44.84,92411,419806168.0,1.63,-0.71,-0.32,0.49
2023-03-13,600570,44.84,46.73,47.32,44.24,231144,1078747630.0,6.84,3.82,1.72,1.22
2023-03-14,600570,46.73,46.2,46.81,45.81,103446,480900022.0,2.14,-1.13,-0.53,0.54
2023-03-15,600570,46.54,45.83,47.34,45.68,113505,530045276.0,3.59,-0.8,-0.37,0.6
2023-03-16,600570,45.44,44.9,45.83,44.67,112816,512507604.0,2.53,-2.03,-0.93,0.59
2023-03-17,600570,45.4,46.99,47.73,45.4,230457,1087348826.0,5.19,4.65,2.09,1.21
2023-03-20,600570,46.79,44.93,47.49,44.82,177169,821439559.0,5.68,-4.38,-2.06,0.93
2023-03-21,600570,45.32,45.06,45.85,44.54,137402,624276868.0,2.92,0.29,0.13,0.72
2023-03-22,600570,45.42,44.64,45.42,44.32,170005,765436708.0,2.44,-0.93,-0.42,0.89
2023-03-23,600570,44.34,45.67,45.76,43.25,243316,1094265157.0,5.62,2.31,1.03,1.28
2023-03-24,600570,45.61,47.14,47.24,45.08,295970,1383959900.0,4.73,3.22,1.47,1.56
2023-03-27,600570,46.94,50.34,51.88,46.94,664685,3367184240.0,10.48,6.79,3.2,3.5
2023-03-28,600570,49.61,48.74,49.86,48.14,288055,1415658928.0,3.42,-3.18,-1.6,1.52
2023-03-29,600570,49.35,48.67,49.88,47.99,222491,1096811625.0,3.88,-0.14,-0.07,1.17
2023-03-30,600570,48.34,48.12,48.82,47.43,156615,756591411.0,2.86,-1.13,-0.55,0.82
2023-03-31,600570,47.95,52.96,52.96,47.24,522448,2694879339.0,11.89,10.06,4.84,2.75
2023-04-03,600570,53.74,57.31,57.92,53.62,839718,4696236598.0,8.12,8.21,4.35,4.42
2023-04-04,600570,58.46,56.95,58.84,55.43,593371,3393600161.0,5.95,-0.63,-0.36,3.12
2023-04-06,600570,54.55,52.55,54.94,51.33,636754,3379903061.0,6.34,-7.73,-4.4,3.35
2023-04-07,600570,52.44,52.94,54.13,51.35,346600,1844008158.0,5.29,0.74,0.39,1.82
2023-04-10,600570,52.94,48.74,53.2,48.5,582942,2944650287.0,8.88,-7.93,-4.2,3.07
2023-04-11,600570,48.74,48.92,49.68,48.16,365347,1798772199.0,3.12,0.37,0.18,1.92
